Epoch	Train_Loss	Val_Loss	Val_F1	Val_Recall	Val_Precision	Val_MCC
1	0.4890	0.4771	0.1156	0.1080	0.1465	0.1069
2	0.4737	0.4659	0.1672	0.2152	0.1484	0.1549
3	0.4595	0.4554	0.1833	0.3795	0.1270	0.1887
4	0.4319	0.4392	0.2401	0.2453	0.2626	0.2334
5	0.3921	0.4180	0.2668	0.3755	0.2234	0.2649
6	0.3480	0.4086	0.2847	0.2367	0.4154	0.2941
7	0.3071	0.3883	0.3198	0.2572	0.4925	0.3357
8	0.2714	0.3724	0.3427	0.2633	0.5700	0.3685
9	0.2422	0.3488	0.3797	0.3405	0.4704	0.3828
10	0.2175	0.3458	0.3801	0.2888	0.6347	0.4102
11	0.1979	0.3271	0.4117	0.3644	0.5160	0.4164
12	0.1826	0.3152	0.4316	0.3661	0.5741	0.4420
13	0.1725	0.3111	0.4365	0.3870	0.5410	0.4414
14	0.1621	0.3305	0.3979	0.2811	0.7876	0.4527
15	0.1544	0.2976	0.4612	0.3749	0.6599	0.4808
16	0.1460	0.2888	0.4770	0.3927	0.6618	0.4941
17	0.1422	0.2875	0.4791	0.3716	0.7480	0.5099
18	0.1362	0.2821	0.4895	0.4002	0.6918	0.5096
19	0.1335	0.2811	0.4915	0.3790	0.7763	0.5255
20	0.1284	0.2884	0.4781	0.4485	0.5450	0.4790
21	0.1259	0.2697	0.5132	0.4144	0.7387	0.5370
22	0.1228	0.2818	0.4916	0.3667	0.8417	0.5372
23	0.1222	0.2648	0.5227	0.4456	0.6796	0.5352
24	0.1203	0.2621	0.5277	0.4496	0.6852	0.5404
25	0.1180	0.2663	0.5203	0.4028	0.8059	0.5541
26	0.1155	0.2573	0.5374	0.4380	0.7537	0.5593
27	0.1141	0.2539	0.5438	0.4462	0.7510	0.5642
28	0.1113	0.2580	0.5367	0.4107	0.8572	0.5766
29	0.1118	0.2512	0.5501	0.4468	0.7669	0.5715
30	0.1106	0.2463	0.5583	0.4632	0.7518	0.5762
31	0.1086	0.2536	0.5447	0.4800	0.6688	0.5525
32	0.1065	0.2423	0.5666	0.4534	0.8163	0.5936
33	0.1057	0.2413	0.5681	0.4527	0.8179	0.5949
34	0.1053	0.2407	0.5690	0.4681	0.7790	0.5895
35	0.1038	0.2398	0.5704	0.4818	0.7461	0.5856
36	0.1032	0.2379	0.5736	0.4814	0.7598	0.5906
37	0.1022	0.2390	0.5722	0.4925	0.7265	0.5843
38	0.1008	0.2352	0.5797	0.4661	0.8277	0.6065
39	0.1002	0.2346	0.5799	0.4845	0.7721	0.5977
40	0.0987	0.2347	0.5815	0.4539	0.8786	0.6162
41	0.0969	0.2301	0.5891	0.4769	0.8325	0.6152
42	0.0994	0.2297	0.5892	0.4784	0.8225	0.6133
43	0.0968	0.2257	0.5968	0.4850	0.8339	0.6216
44	0.0965	0.2266	0.5961	0.4858	0.8311	0.6207
45	0.0949	0.2263	0.5958	0.4997	0.7877	0.6135
46	0.0969	0.2292	0.5902	0.5140	0.7390	0.6018
47	0.0953	0.2235	0.6009	0.4897	0.8313	0.6244
48	0.0946	0.2222	0.6034	0.4869	0.8522	0.6299
49	0.0928	0.2201	0.6080	0.5031	0.8218	0.6291
50	0.0941	0.2211	0.6048	0.5033	0.8056	0.6235
51	0.0926	0.2262	0.5952	0.5140	0.7480	0.6070
52	0.0910	0.2190	0.6097	0.5157	0.7862	0.6245
53	0.0905	0.2182	0.6111	0.5122	0.8099	0.6300
54	0.0900	0.2158	0.6153	0.5013	0.8475	0.6389
55	0.0904	0.2150	0.6175	0.4962	0.8751	0.6454
56	0.0893	0.2160	0.6149	0.5158	0.8117	0.6334
57	0.0890	0.2127	0.6212	0.5041	0.8655	0.6469
58	0.0877	0.2104	0.6255	0.5189	0.8383	0.6459
59	0.0869	0.2109	0.6242	0.5224	0.8266	0.6434
60	0.0871	0.2101	0.6260	0.5237	0.8239	0.6442
61	0.0870	0.2101	0.6260	0.5155	0.8531	0.6491
62	0.0868	0.2082	0.6294	0.5239	0.8375	0.6493
63	0.0856	0.2197	0.6077	0.5416	0.7292	0.6154
64	0.0853	0.2099	0.6258	0.5317	0.8055	0.6415
65	0.0850	0.2062	0.6338	0.5195	0.8677	0.6578
66	0.0841	0.2058	0.6344	0.5133	0.8932	0.6625
67	0.0840	0.2065	0.6329	0.5273	0.8453	0.6536
68	0.0838	0.2044	0.6372	0.5294	0.8550	0.6587
69	0.0828	0.2039	0.6372	0.5252	0.8645	0.6602
70	0.0851	0.2054	0.6353	0.5400	0.8255	0.6530
71	0.0816	0.2027	0.6411	0.5341	0.8552	0.6620
72	0.0837	0.2057	0.6340	0.5373	0.8252	0.6514
73	0.0809	0.2056	0.6354	0.5444	0.8114	0.6508
74	0.0820	0.2010	0.6438	0.5304	0.8764	0.6675
75	0.0799	0.1990	0.6472	0.5277	0.8988	0.6742
76	0.0802	0.1996	0.6459	0.5429	0.8483	0.6650
77	0.0789	0.1979	0.6496	0.5291	0.8996	0.6760
78	0.0798	0.1979	0.6484	0.5418	0.8636	0.6695
79	0.0793	0.2002	0.6448	0.5403	0.8562	0.6656
80	0.0778	0.1975	0.6497	0.5329	0.8927	0.6753
81	0.0804	0.1968	0.6508	0.5448	0.8612	0.6711
82	0.0788	0.2050	0.6353	0.5578	0.7806	0.6465
83	0.0792	0.1953	0.6546	0.5447	0.8757	0.6766
84	0.0779	0.2040	0.6391	0.5640	0.7804	0.6499
85	0.0780	0.1935	0.6570	0.5374	0.8980	0.6818
86	0.0771	0.1915	0.6608	0.5442	0.8946	0.6844
87	0.0757	0.1930	0.6582	0.5391	0.8985	0.6827
88	0.0767	0.1919	0.6595	0.5511	0.8689	0.6792
89	0.0761	0.1926	0.6590	0.5549	0.8649	0.6781
90	0.0761	0.1912	0.6626	0.5557	0.8714	0.6825
91	0.0757	0.1916	0.6592	0.5555	0.8574	0.6775
92	0.0749	0.1908	0.6639	0.5548	0.8774	0.6839
93	0.0756	0.1911	0.6643	0.5551	0.8771	0.6846
94	0.0758	0.1898	0.6660	0.5595	0.8696	0.6849
95	0.0754	0.1909	0.6637	0.5643	0.8552	0.6812
96	0.0754	0.1917	0.6622	0.5679	0.8364	0.6770
97	0.0733	0.1890	0.6672	0.5659	0.8585	0.6844
98	0.0739	0.1907	0.6638	0.5607	0.8636	0.6824
99	0.0735	0.1891	0.6661	0.5613	0.8660	0.6846
100	0.0724	0.1893	0.6659	0.5673	0.8518	0.6825
101	0.0738	0.1905	0.6636	0.5676	0.8439	0.6794
102	0.0694	0.1832	0.6768	0.5687	0.8866	0.6970
103	0.0697	0.1801	0.6823	0.5697	0.9029	0.7041
104	0.0682	0.1831	0.6775	0.5773	0.8668	0.6946
105	0.0688	0.1831	0.6767	0.5763	0.8668	0.6939
