Epoch	Train_Loss	Val_Loss	Val_F1	Val_Recall	Val_Precision	Val_MCC
1	0.4798	0.4674	0.1436	0.2803	0.1032	0.1380
2	0.4600	0.4555	0.1769	0.2122	0.1683	0.1659
3	0.4242	0.4309	0.2308	0.2736	0.2181	0.2224
4	0.3732	0.4258	0.2339	0.1766	0.4248	0.2548
5	0.3242	0.3954	0.2888	0.3420	0.2658	0.2814
6	0.2846	0.3976	0.2801	0.1951	0.6292	0.3284
7	0.2521	0.3603	0.3515	0.2818	0.5166	0.3658
8	0.2252	0.3484	0.3705	0.2900	0.5760	0.3919
9	0.2062	0.3416	0.3807	0.2791	0.6834	0.4196
10	0.1929	0.3282	0.4050	0.3241	0.5930	0.4229
11	0.1793	0.3292	0.4015	0.2904	0.7587	0.4493
12	0.1704	0.3350	0.3887	0.2716	0.8152	0.4490
13	0.1637	0.3105	0.4364	0.3404	0.6719	0.4624
14	0.1571	0.3073	0.4426	0.3623	0.6180	0.4582
15	0.1539	0.3061	0.4452	0.3794	0.5763	0.4534
16	0.1487	0.2974	0.4614	0.3683	0.6694	0.4821
17	0.1456	0.2963	0.4637	0.3375	0.8302	0.5129
18	0.1412	0.2898	0.4762	0.3806	0.6896	0.4977
19	0.1384	0.2890	0.4777	0.3918	0.6625	0.4944
20	0.1372	0.2814	0.4919	0.3783	0.7739	0.5254
21	0.1348	0.2794	0.4965	0.3925	0.7286	0.5209
22	0.1338	0.2922	0.4728	0.4248	0.5667	0.4759
23	0.1316	0.2912	0.4743	0.4215	0.5847	0.4805
24	0.1290	0.2722	0.5102	0.4073	0.7350	0.5332
25	0.1269	0.2717	0.5115	0.4168	0.7127	0.5305
26	0.1245	0.2753	0.5045	0.4289	0.6552	0.5157
27	0.1243	0.2644	0.5256	0.4045	0.8161	0.5599
28	0.1230	0.2646	0.5246	0.4207	0.7517	0.5479
29	0.1210	0.2596	0.5343	0.4162	0.8138	0.5665
30	0.1188	0.2618	0.5307	0.4307	0.7433	0.5516
31	0.1206	0.2667	0.5204	0.4286	0.7113	0.5378
32	0.1195	0.2565	0.5405	0.4200	0.8203	0.5726
33	0.1170	0.2665	0.5213	0.4524	0.6576	0.5307
34	0.1171	0.2626	0.5284	0.4435	0.6990	0.5428
35	0.1151	0.2601	0.5327	0.4495	0.7018	0.5470
36	0.1152	0.2490	0.5539	0.4319	0.8391	0.5868
37	0.1158	0.2584	0.5364	0.4502	0.7088	0.5508
38	0.1130	0.2506	0.5505	0.4511	0.7548	0.5698
39	0.1121	0.2513	0.5496	0.4529	0.7462	0.5677
40	0.1123	0.2550	0.5426	0.4560	0.7093	0.5559
41	0.1065	0.2472	0.5576	0.4685	0.7319	0.5722
42	0.1041	0.2416	0.5679	0.4668	0.7703	0.5866
43	0.1035	0.2374	0.5755	0.4689	0.7931	0.5966
44	0.1032	0.2341	0.5822	0.4656	0.8306	0.6085
45	0.1036	0.2322	0.5853	0.4684	0.8388	0.6119
46	0.1025	0.2373	0.5757	0.4711	0.7867	0.5958
47	0.1006	0.2330	0.5835	0.4723	0.8165	0.6073
48	0.0995	0.2315	0.5871	0.4689	0.8436	0.6142
49	0.1010	0.2288	0.5921	0.4664	0.8694	0.6227
50	0.1006	0.2311	0.5878	0.4764	0.8213	0.6113
51	0.1012	0.2286	0.5920	0.4772	0.8321	0.6169
52	0.0999	0.2260	0.5969	0.4786	0.8441	0.6227
53	0.0993	0.2265	0.5961	0.4781	0.8484	0.6226
54	0.0982	0.2342	0.5821	0.4856	0.7702	0.5985
55	0.0980	0.2286	0.5925	0.4844	0.8116	0.6139
56	0.0995	0.2275	0.5948	0.4816	0.8276	0.6184
57	0.0964	0.2271	0.5955	0.4867	0.8155	0.6170
58	0.0963	0.2253	0.5982	0.4861	0.8261	0.6209
59	0.0951	0.2234	0.6018	0.4891	0.8344	0.6254
60	0.0957	0.2218	0.6046	0.4894	0.8418	0.6288
61	0.0956	0.2328	0.5851	0.4935	0.7601	0.5996
62	0.0944	0.2218	0.6048	0.4905	0.8393	0.6286
63	0.0946	0.2233	0.6026	0.4940	0.8205	0.6237
64	0.0934	0.2208	0.6064	0.4930	0.8407	0.6303
65	0.0928	0.2271	0.5961	0.4965	0.7923	0.6140
66	0.0918	0.2248	0.5996	0.4964	0.8039	0.6187
67	0.0930	0.2208	0.6072	0.4955	0.8327	0.6293
68	0.0915	0.2223	0.6045	0.4962	0.8204	0.6253
69	0.0916	0.2241	0.6011	0.4982	0.8052	0.6202
70	0.0917	0.2240	0.6017	0.4991	0.8023	0.6201
71	0.0914	0.2203	0.6083	0.4982	0.8289	0.6298
72	0.0902	0.2177	0.6126	0.4972	0.8486	0.6365
73	0.0900	0.2263	0.5977	0.5025	0.7826	0.6139
74	0.0912	0.2165	0.6147	0.4975	0.8577	0.6399
75	0.0909	0.2218	0.6056	0.5021	0.8107	0.6247
76	0.0891	0.2180	0.6128	0.5026	0.8332	0.6341
77	0.0903	0.2140	0.6195	0.5015	0.8599	0.6441
78	0.0889	0.2133	0.6211	0.5012	0.8673	0.6467
