Epoch	Train_Loss	Val_Loss	Val_F1	Val_Recall	Val_Precision	Val_MCC
1	0.4826	0.4683	0.1516	0.3027	0.1071	0.1484
2	0.4546	0.4490	0.1962	0.4981	0.1262	0.2183
3	0.4142	0.4193	0.2704	0.4288	0.2063	0.2735
4	0.3657	0.4009	0.3242	0.2779	0.4368	0.3304
5	0.3198	0.3673	0.3724	0.3805	0.3905	0.3677
6	0.2751	0.3588	0.3735	0.4366	0.3447	0.3691
7	0.2407	0.3419	0.4036	0.3074	0.6695	0.4354
8	0.2089	0.3218	0.4329	0.3332	0.6857	0.4618
9	0.1851	0.2989	0.4681	0.4387	0.5346	0.4688
10	0.1678	0.2943	0.4738	0.3679	0.7496	0.5061
11	0.1536	0.2750	0.5077	0.4201	0.7078	0.5271
12	0.1393	0.2681	0.5178	0.4289	0.7096	0.5354
13	0.1334	0.2796	0.4928	0.4521	0.5761	0.4955
14	0.1251	0.2553	0.5395	0.4291	0.7955	0.5681
15	0.1170	0.2465	0.5553	0.4465	0.8030	0.5826
16	0.1110	0.2356	0.5746	0.4865	0.7640	0.5929
17	0.1061	0.2490	0.5497	0.4217	0.8751	0.5903
18	0.1041	0.2264	0.5910	0.5010	0.7767	0.6083
19	0.0998	0.2225	0.5990	0.4981	0.8272	0.6236
20	0.0953	0.2287	0.5874	0.4639	0.8890	0.6238
21	0.0920	0.2149	0.6133	0.5137	0.8249	0.6348
22	0.0903	0.2143	0.6148	0.5090	0.8552	0.6399
23	0.0879	0.2174	0.6089	0.5012	0.8672	0.6385
24	0.0837	0.2021	0.6373	0.5593	0.7941	0.6510
25	0.0814	0.2037	0.6339	0.5583	0.7894	0.6480
26	0.0785	0.1949	0.6512	0.5540	0.8510	0.6708
27	0.0765	0.1975	0.6461	0.5384	0.8809	0.6716
28	0.0726	0.1935	0.6533	0.5636	0.8407	0.6714
29	0.0747	0.1950	0.6506	0.6005	0.7551	0.6585
30	0.0712	0.1895	0.6604	0.5716	0.8448	0.6784
31	0.0713	0.1877	0.6645	0.5694	0.8684	0.6855
32	0.0685	0.1861	0.6670	0.5694	0.8719	0.6880
33	0.0682	0.1830	0.6727	0.5736	0.8806	0.6938
34	0.0666	0.1765	0.6849	0.6090	0.8403	0.6995
35	0.0647	0.1754	0.6869	0.6016	0.8587	0.7032
36	0.0626	0.1740	0.6899	0.6089	0.8527	0.7053
37	0.0589	0.1726	0.6922	0.6014	0.8783	0.7104
38	0.0617	0.1722	0.6938	0.5971	0.8899	0.7134
39	0.0590	0.1845	0.6703	0.5644	0.8946	0.6938
40	0.0579	0.1717	0.6941	0.6109	0.8645	0.7109
41	0.0579	0.1765	0.6848	0.5933	0.8831	0.7053
42	0.0565	0.1879	0.6652	0.5555	0.9125	0.6931
43	0.0558	0.1724	0.6929	0.6473	0.7883	0.7004
44	0.0556	0.1636	0.7091	0.6094	0.9005	0.7273
45	0.0524	0.1583	0.7187	0.6289	0.8975	0.7362
46	0.0548	0.1588	0.7173	0.6487	0.8509	0.7289
47	0.0509	0.1626	0.7105	0.6068	0.9183	0.7316
48	0.0502	0.1567	0.7217	0.6342	0.8933	0.7381
49	0.0493	0.1577	0.7200	0.6394	0.8793	0.7346
50	0.0493	0.1529	0.7283	0.6419	0.8950	0.7440
51	0.0491	0.1562	0.7224	0.6494	0.8655	0.7355
52	0.0478	0.1614	0.7134	0.6278	0.8867	0.7305
53	0.0476	0.1607	0.7149	0.6211	0.9051	0.7341
54	0.0463	0.1615	0.7140	0.6201	0.9061	0.7338
55	0.0434	0.1469	0.7399	0.6581	0.9008	0.7554
56	0.0421	0.1457	0.7416	0.6603	0.8989	0.7564
57	0.0396	0.1434	0.7467	0.6620	0.9112	0.7624
58	0.0414	0.1424	0.7487	0.6621	0.9159	0.7646
59	0.0390	0.1449	0.7443	0.6532	0.9260	0.7624
60	0.0408	0.1447	0.7436	0.6605	0.9067	0.7593
61	0.0391	0.1424	0.7483	0.6787	0.8834	0.7605
62	0.0372	0.1426	0.7477	0.6633	0.9154	0.7642
63	0.0361	0.1371	0.7581	0.6783	0.9100	0.7722
64	0.0334	0.1387	0.7558	0.6750	0.9104	0.7702
65	0.0359	0.1363	0.7591	0.6692	0.9320	0.7757
66	0.0338	0.1321	0.7678	0.6938	0.9022	0.7792
67	0.0349	0.1328	0.7663	0.6810	0.9273	0.7809
68	0.0321	0.1304	0.7716	0.6991	0.9037	0.7827
69	0.0313	0.1302	0.7716	0.7073	0.8899	0.7813
70	0.0299	0.1273	0.7768	0.7047	0.9064	0.7875
71	0.0287	0.1274	0.7767	0.6910	0.9348	0.7911
72	0.0283	0.1244	0.7816	0.7130	0.9042	0.7916
73	0.0273	0.1245	0.7824	0.7114	0.9103	0.7931
74	0.0267	0.1260	0.7797	0.7037	0.9185	0.7917
75	0.0249	0.1245	0.7814	0.7107	0.9073	0.7917
76	0.0251	0.1254	0.7810	0.7040	0.9197	0.7929
77	0.0259	0.1266	0.7789	0.6998	0.9219	0.7913
78	0.0252	0.1239	0.7833	0.7085	0.9160	0.7944
79	0.0247	0.1233	0.7839	0.7041	0.9254	0.7960
80	0.0241	0.1226	0.7852	0.7081	0.9226	0.7969
81	0.0239	0.1200	0.7909	0.7227	0.9109	0.8006
82	0.0229	0.1209	0.7883	0.7188	0.9091	0.7978
83	0.0232	0.1203	0.7894	0.7167	0.9173	0.7999
84	0.0242	0.1201	0.7907	0.7304	0.8990	0.7993
85	0.0216	0.1199	0.7905	0.7228	0.9095	0.8000
86	0.0219	0.1184	0.7935	0.7257	0.9120	0.8029
87	0.0211	0.1195	0.7914	0.7225	0.9117	0.8009
88	0.0220	0.1189	0.7928	0.7241	0.9118	0.8021
89	0.0218	0.1168	0.7963	0.7288	0.9127	0.8053
90	0.0207	0.1194	0.7917	0.7275	0.9041	0.8004
91	0.0208	0.1189	0.7928	0.7241	0.9130	0.8024
92	0.0215	0.1190	0.7925	0.7200	0.9189	0.8027
93	0.0216	0.1187	0.7934	0.7257	0.9112	0.8027
94	0.0224	0.1175	0.7954	0.7269	0.9130	0.8045
95	0.0211	0.1167	0.7970	0.7344	0.9050	0.8052
96	0.0211	0.1178	0.7953	0.7236	0.9184	0.8049
97	0.0191	0.1182	0.7943	0.7281	0.9092	0.8032
98	0.0201	0.1177	0.7954	0.7279	0.9120	0.8045
99	0.0210	0.1169	0.7968	0.7319	0.9096	0.8056
100	0.0205	0.1174	0.7950	0.7271	0.9124	0.8042
101	0.0190	0.1166	0.7969	0.7284	0.9146	0.8060
102	0.0209	0.1170	0.7966	0.7288	0.9136	0.8057
103	0.0195	0.1162	0.7978	0.7323	0.9112	0.8066
104	0.0190	0.1153	0.7993	0.7322	0.9148	0.8083
105	0.0194	0.1153	0.7997	0.7367	0.9092	0.8082
106	0.0185	0.1156	0.7993	0.7337	0.9122	0.8080
107	0.0198	0.1156	0.7990	0.7325	0.9135	0.8079
108	0.0198	0.1155	0.7992	0.7328	0.9138	0.8081
109	0.0175	0.1156	0.7989	0.7320	0.9146	0.8080
110	0.0184	0.1158	0.7986	0.7338	0.9112	0.8074
111	0.0200	0.1157	0.7986	0.7344	0.9102	0.8073
112	0.0186	0.1172	0.7961	0.7296	0.9103	0.8049
113	0.0186	0.1148	0.8004	0.7378	0.9089	0.8087
114	0.0197	0.1147	0.8008	0.7368	0.9107	0.8092
115	0.0204	0.1148	0.8006	0.7377	0.9090	0.8088
116	0.0186	0.1151	0.8002	0.7355	0.9115	0.8087
117	0.0196	0.1158	0.7993	0.7336	0.9124	0.8080
118	0.0184	0.1152	0.7996	0.7325	0.9146	0.8084
119	0.0198	0.1153	0.7999	0.7355	0.9112	0.8085
120	0.0183	0.1151	0.8000	0.7333	0.9140	0.8087
121	0.0179	0.1151	0.7995	0.7342	0.9120	0.8082
122	0.0194	0.1162	0.7983	0.7327	0.9116	0.8071
123	0.0179	0.1159	0.7982	0.7337	0.9100	0.8069
124	0.0206	0.1166	0.7974	0.7325	0.9092	0.8059
