Epoch	Train_Loss	Val_Loss	Val_F1	Val_Recall	Val_Precision	Val_MCC
99	0.0135	0.1020	0.8229	0.7584	0.9288	0.8306
100	0.0134	0.1000	0.8258	0.7670	0.9242	0.8330
101	0.0128	0.0970	0.8311	0.7709	0.9278	0.8376
102	0.0114	0.0976	0.8308	0.7728	0.9255	0.8374
103	0.0105	0.0955	0.8344	0.7771	0.9227	0.8396
104	0.0115	0.0955	0.8341	0.7919	0.9041	0.8385
105	0.0116	0.1175	0.7956	0.7122	0.9472	0.8094
106	0.0100	0.1098	0.8096	0.7342	0.9419	0.8204
107	0.0111	0.0954	0.8345	0.7809	0.9203	0.8401
108	0.0108	0.0973	0.8313	0.7739	0.9306	0.8386
109	0.0103	0.0959	0.8342	0.7764	0.9283	0.8408
110	0.0104	0.1019	0.8229	0.7528	0.9370	0.8313
111	0.0091	0.1084	0.8118	0.7305	0.9507	0.8230
112	0.0087	0.0890	0.8454	0.7918	0.9299	0.8503
113	0.0083	0.0946	0.8356	0.7871	0.9174	0.8409
114	0.0081	0.0888	0.8463	0.7934	0.9278	0.8513
115	0.0090	0.0902	0.8447	0.7852	0.9371	0.8506
116	0.0073	0.0866	0.8510	0.8000	0.9286	0.8555
117	0.0084	0.0835	0.8569	0.8120	0.9253	0.8607
118	0.0077	0.0856	0.8533	0.8017	0.9331	0.8582
119	0.0077	0.0904	0.8446	0.7868	0.9414	0.8518
120	0.0069	0.0950	0.8363	0.7721	0.9429	0.8440
121	0.0078	0.0916	0.8421	0.7785	0.9450	0.8497
122	0.0063	0.0902	0.8450	0.7867	0.9387	0.8517
123	0.0068	0.0846	0.8545	0.8082	0.9272	0.8590
124	0.0066	0.0846	0.8543	0.8044	0.9320	0.8591
125	0.0058	0.0931	0.8398	0.7755	0.9445	0.8476
126	0.0057	0.0842	0.8555	0.8028	0.9376	0.8608
127	0.0062	0.0842	0.8560	0.8033	0.9375	0.8611
