Epoch	Train_Loss	Val_Loss	Val_F1	Val_Recall	Val_Precision	Val_MCC
1	0.4809	0.4699	0.1356	0.3661	0.0863	0.1409
2	0.4626	0.4553	0.1731	0.3594	0.1198	0.1760
3	0.4296	0.4392	0.2084	0.3687	0.1530	0.2097
4	0.3804	0.4186	0.2572	0.2245	0.3426	0.2588
5	0.3310	0.3878	0.3117	0.2999	0.3542	0.3074
6	0.2876	0.3723	0.3305	0.3264	0.3583	0.3246
7	0.2523	0.3599	0.3500	0.3199	0.4179	0.3489
8	0.2252	0.3444	0.3784	0.3049	0.5435	0.3921
9	0.2041	0.3436	0.3762	0.2802	0.6493	0.4098
10	0.1889	0.3443	0.3728	0.3905	0.3765	0.3664
11	0.1785	0.3380	0.3839	0.2694	0.7828	0.4401
12	0.1671	0.3136	0.4302	0.3720	0.5457	0.4359
13	0.1592	0.3173	0.4237	0.3042	0.7709	0.4701
14	0.1529	0.2993	0.4574	0.3609	0.6729	0.4790
15	0.1470	0.3085	0.4407	0.4062	0.5096	0.4403
16	0.1444	0.2965	0.4632	0.3963	0.5960	0.4714
17	0.1385	0.2856	0.4839	0.3686	0.7676	0.5173
18	0.1358	0.2827	0.4898	0.3837	0.7423	0.5177
19	0.1315	0.2782	0.4981	0.4054	0.6942	0.5162
20	0.1279	0.2746	0.5051	0.4096	0.7048	0.5235
21	0.1255	0.2790	0.4964	0.4245	0.6351	0.5054
22	0.1254	0.2684	0.5164	0.4120	0.7407	0.5388
23	0.1224	0.2706	0.5127	0.4238	0.6885	0.5272
24	0.1180	0.2634	0.5266	0.4097	0.7941	0.5565
25	0.1172	0.2631	0.5276	0.3995	0.8396	0.5652
26	0.1164	0.2605	0.5319	0.4284	0.7657	0.5564
27	0.1161	0.2563	0.5400	0.4181	0.8331	0.5746
28	0.1150	0.2654	0.5243	0.3883	0.8909	0.5721
29	0.1128	0.2522	0.5478	0.4318	0.8014	0.5749
30	0.1105	0.2464	0.5592	0.4447	0.8053	0.5850
31	0.1108	0.2501	0.5517	0.4599	0.7325	0.5671
32	0.1090	0.2509	0.5497	0.4652	0.7178	0.5634
33	0.1095	0.2495	0.5533	0.4202	0.8826	0.5938
34	0.1070	0.2470	0.5575	0.4681	0.7311	0.5719
35	0.1023	0.2325	0.5842	0.4632	0.8426	0.6117
36	0.1002	0.2307	0.5883	0.4620	0.8735	0.6206
37	0.0994	0.2296	0.5897	0.4840	0.7986	0.6091
38	0.0977	0.2276	0.5940	0.4792	0.8387	0.6194
39	0.0971	0.2263	0.5962	0.4883	0.8193	0.6181
40	0.0948	0.2247	0.5992	0.4866	0.8323	0.6226
41	0.0952	0.2226	0.6033	0.4900	0.8400	0.6272
42	0.0951	0.2265	0.5953	0.4978	0.7858	0.6121
43	0.0944	0.2260	0.5962	0.5001	0.7877	0.6133
44	0.0943	0.2210	0.6059	0.4968	0.8248	0.6268
45	0.0932	0.2203	0.6080	0.4988	0.8210	0.6278
46	0.0934	0.2214	0.6054	0.5018	0.8064	0.6235
47	0.0925	0.2174	0.6128	0.4993	0.8415	0.6352
48	0.0922	0.2146	0.6172	0.5013	0.8538	0.6410
49	0.0909	0.2139	0.6190	0.5025	0.8545	0.6425
50	0.0914	0.2147	0.6176	0.5056	0.8375	0.6384
51	0.0906	0.2161	0.6151	0.5126	0.8104	0.6322
52	0.0891	0.2150	0.6171	0.5090	0.8243	0.6359
53	0.0887	0.2126	0.6217	0.5091	0.8426	0.6428
54	0.0899	0.2184	0.6102	0.5184	0.7818	0.6240
55	0.0906	0.2101	0.6262	0.5110	0.8570	0.6488
56	0.0895	0.2160	0.6142	0.5188	0.7973	0.6298
57	0.0883	0.2109	0.6244	0.5170	0.8361	0.6443
58	0.0880	0.2096	0.6270	0.5162	0.8441	0.6475
59	0.0869	0.2121	0.6213	0.5206	0.8142	0.6383
60	0.0867	0.2176	0.6115	0.5249	0.7698	0.6235
61	0.0866	0.2122	0.6216	0.5241	0.8076	0.6377
62	0.0873	0.2057	0.6342	0.5152	0.8804	0.6596
63	0.0864	0.2079	0.6296	0.5233	0.8368	0.6488
64	0.0858	0.2068	0.6326	0.5213	0.8527	0.6537
65	0.0861	0.2071	0.6315	0.5279	0.8302	0.6493
