Epoch	Train_Loss	Val_Loss	Val_F1	Val_Recall	Val_Precision	Val_MCC
1	0.4775	0.4623	0.1580	0.2869	0.1154	0.1523
2	0.4406	0.4260	0.2507	0.2948	0.2450	0.2450
3	0.3842	0.4180	0.2466	0.4550	0.1772	0.2570
4	0.3319	0.3779	0.3311	0.2832	0.4559	0.3399
5	0.2858	0.3577	0.3559	0.3841	0.3600	0.3518
6	0.2486	0.3418	0.3847	0.2989	0.6382	0.4142
7	0.2225	0.3240	0.4148	0.3786	0.5026	0.4183
8	0.2012	0.3111	0.4368	0.3847	0.5532	0.4438
9	0.1829	0.3009	0.4544	0.4126	0.5462	0.4581
10	0.1698	0.2923	0.4691	0.4067	0.6027	0.4788
11	0.1586	0.2824	0.4882	0.4067	0.6663	0.5044
12	0.1504	0.2783	0.4949	0.3891	0.7645	0.5260
13	0.1434	0.2799	0.4923	0.3734	0.8122	0.5323
14	0.1371	0.2625	0.5248	0.4331	0.7292	0.5448
15	0.1332	0.2578	0.5336	0.4347	0.7629	0.5583
16	0.1295	0.2544	0.5403	0.4380	0.7753	0.5655
17	0.1245	0.2521	0.5445	0.4599	0.7238	0.5611
18	0.1190	0.2473	0.5539	0.4514	0.7910	0.5800
19	0.1182	0.2459	0.5560	0.4692	0.7546	0.5760
20	0.1139	0.2431	0.5618	0.4462	0.8490	0.5955
21	0.1122	0.2361	0.5750	0.4863	0.7693	0.5945
22	0.1078	0.2342	0.5781	0.4981	0.7568	0.5955
23	0.1053	0.2266	0.5929	0.4928	0.8189	0.6170
24	0.1026	0.2272	0.5912	0.4817	0.8482	0.6204
25	0.0999	0.2227	0.5997	0.5110	0.7965	0.6197
26	0.0982	0.2206	0.6039	0.5009	0.8316	0.6276
27	0.0955	0.2213	0.6020	0.4990	0.8358	0.6269
28	0.0927	0.2133	0.6172	0.5208	0.8226	0.6378
29	0.0919	0.2150	0.6144	0.5078	0.8446	0.6388
30	0.0885	0.2064	0.6295	0.5266	0.8545	0.6535
31	0.0861	0.2062	0.6306	0.5245	0.8732	0.6576
32	0.0842	0.2045	0.6335	0.5499	0.8062	0.6499
33	0.0827	0.2051	0.6320	0.5226	0.8740	0.6587
34	0.0803	0.2013	0.6393	0.5460	0.8409	0.6589
35	0.0785	0.1966	0.6478	0.5442	0.8680	0.6707
36	0.0778	0.1989	0.6435	0.5309	0.8904	0.6704
