Epoch	Train_Loss	Val_Loss	Val_F1	Val_Recall	Val_Precision	Val_MCC
1	0.4764	0.4650	0.1391	0.3291	0.0921	0.1394
2	0.4528	0.4432	0.1907	0.3339	0.1408	0.1889
3	0.4052	0.4186	0.2480	0.2938	0.2290	0.2386
4	0.3524	0.4092	0.2617	0.2017	0.4486	0.2808
5	0.3065	0.3889	0.2943	0.3367	0.2780	0.2863
6	0.2702	0.3638	0.3411	0.2625	0.5417	0.3614
7	0.2426	0.3481	0.3683	0.3156	0.4778	0.3728
8	0.2206	0.3395	0.3825	0.3187	0.5133	0.3900
9	0.2058	0.3305	0.3990	0.3094	0.6133	0.4208
10	0.1924	0.3219	0.4150	0.3193	0.6453	0.4395
11	0.1857	0.3363	0.3886	0.3731	0.4324	0.3853
12	0.1787	0.3115	0.4342	0.3213	0.7412	0.4725
13	0.1716	0.3034	0.4500	0.3468	0.6999	0.4778
14	0.1673	0.3067	0.4439	0.3200	0.8063	0.4925
15	0.1632	0.3115	0.4356	0.3874	0.5286	0.4380
16	0.1559	0.2939	0.4683	0.3806	0.6547	0.4847
17	0.1555	0.3003	0.4567	0.4013	0.5632	0.4609
18	0.1530	0.2889	0.4779	0.3813	0.6870	0.4981
19	0.1493	0.2841	0.4871	0.3922	0.6899	0.5063
20	0.1473	0.2867	0.4836	0.3514	0.8577	0.5330
21	0.1458	0.2763	0.5025	0.3833	0.8016	0.5384
22	0.1425	0.2740	0.5071	0.3998	0.7509	0.5329
23	0.1425	0.2734	0.5077	0.3862	0.8004	0.5423
24	0.1406	0.2726	0.5092	0.4080	0.7238	0.5302
25	0.1396	0.2934	0.4709	0.4300	0.5482	0.4716
26	0.1369	0.2682	0.5180	0.4085	0.7618	0.5439
27	0.1368	0.2676	0.5189	0.4157	0.7382	0.5406
28	0.1358	0.2682	0.5189	0.3849	0.8714	0.5642
29	0.1334	0.2602	0.5336	0.4051	0.8406	0.5701
30	0.1338	0.2577	0.5379	0.4190	0.8133	0.5689
31	0.1312	0.2578	0.5385	0.4087	0.8520	0.5761
32	0.1289	0.2547	0.5433	0.4235	0.8094	0.5725
33	0.1300	0.2555	0.5423	0.4283	0.7892	0.5682
34	0.1285	0.2546	0.5431	0.4356	0.7707	0.5660
35	0.1263	0.2497	0.5521	0.4316	0.8257	0.5826
36	0.1266	0.2501	0.5513	0.4361	0.8050	0.5785
37	0.1255	0.2595	0.5341	0.4417	0.7187	0.5500
38	0.1244	0.2506	0.5511	0.4422	0.7844	0.5748
39	0.1251	0.2497	0.5518	0.4419	0.7848	0.5754
40	0.1192	0.2421	0.5668	0.4440	0.8432	0.5976
41	0.1171	0.2440	0.5628	0.4546	0.7877	0.5850
42	0.1177	0.2400	0.5706	0.4484	0.8369	0.5998
43	0.1180	0.2384	0.5733	0.4563	0.8233	0.5994
44	0.1165	0.2389	0.5725	0.4551	0.8261	0.5995
45	0.1156	0.2380	0.5746	0.4588	0.8182	0.5999
46	0.1141	0.2362	0.5777	0.4574	0.8384	0.6057
47	0.1149	0.2361	0.5782	0.4639	0.8202	0.6032
48	0.1135	0.2351	0.5799	0.4590	0.8414	0.6083
49	0.1135	0.2359	0.5785	0.4616	0.8278	0.6048
50	0.1142	0.2333	0.5843	0.4632	0.8443	0.6124
51	0.1130	0.2336	0.5834	0.4637	0.8367	0.6102
52	0.1112	0.2314	0.5868	0.4657	0.8439	0.6141
53	0.1127	0.2378	0.5755	0.4703	0.7863	0.5954
54	0.1104	0.2360	0.5786	0.4715	0.7955	0.5996
55	0.1117	0.2336	0.5825	0.4720	0.8117	0.6054
56	0.1117	0.2329	0.5845	0.4729	0.8159	0.6079
57	0.1109	0.2307	0.5894	0.4738	0.8331	0.6148
58	0.1090	0.2298	0.5907	0.4732	0.8416	0.6172
59	0.1101	0.2347	0.5819	0.4787	0.7899	0.6015
60	0.1081	0.2294	0.5916	0.4752	0.8385	0.6174
61	0.1076	0.2293	0.5928	0.4765	0.8367	0.6180
62	0.1072	0.2308	0.5891	0.4790	0.8152	0.6113
63	0.1076	0.2307	0.5893	0.4798	0.8122	0.6112
64	0.1071	0.2302	0.5907	0.4799	0.8232	0.6135
65	0.1078	0.2268	0.5970	0.4796	0.8450	0.6231
66	0.1083	0.2255	0.5993	0.4806	0.8500	0.6257
67	0.1039	0.2262	0.5981	0.4790	0.8487	0.6246
68	0.1074	0.2292	0.5926	0.4835	0.8197	0.6150
69	0.1048	0.2290	0.5935	0.4840	0.8193	0.6156
70	0.1047	0.2283	0.5955	0.4832	0.8243	0.6183
71	0.1045	0.2259	0.5992	0.4838	0.8358	0.6232
72	0.1067	0.2256	0.5994	0.4843	0.8405	0.6238
73	0.1050	0.2241	0.6020	0.4848	0.8439	0.6269
74	0.1046	0.2273	0.5975	0.4862	0.8249	0.6200
75	0.1050	0.2243	0.6017	0.4853	0.8474	0.6267
76	0.1036	0.2224	0.6052	0.4830	0.8664	0.6333
77	0.1035	0.2277	0.5958	0.4883	0.8157	0.6168
78	0.1038	0.2265	0.5979	0.4888	0.8221	0.6199
79	0.1013	0.2238	0.6025	0.4880	0.8424	0.6269
80	0.1029	0.2230	0.6034	0.4879	0.8435	0.6279
81	0.1020	0.2234	0.6036	0.4883	0.8422	0.6279
82	0.1028	0.2242	0.6019	0.4893	0.8297	0.6244
83	0.1012	0.2238	0.6028	0.4896	0.8318	0.6255
84	0.1004	0.2239	0.6021	0.4897	0.8292	0.6245
85	0.1016	0.2240	0.6024	0.4898	0.8316	0.6251
86	0.1016	0.2229	0.6043	0.4894	0.8405	0.6282
