Epoch	Train_Loss	Val_Loss	Val_F1	Val_Recall	Val_Precision	Val_MCC
15	0.2900	0.3785	0.3057	0.2351	0.5602	0.3372
18	0.2791	0.3631	0.3408	0.4312	0.3030	0.3390
16	0.2835	0.3672	0.3275	0.2635	0.5294	0.3503
1	0.4831	0.4592	0.1489	0.4658	0.0916	0.1680
19	0.2707	0.3523	0.3583	0.4014	0.3502	0.3543
17	0.2732	0.3842	0.2950	0.2183	0.6068	0.3358
2	0.4353	0.4206	0.2246	0.3710	0.1731	0.2251
20	0.2608	0.3451	0.3707	0.3829	0.3914	0.3676
18	0.2664	0.4079	0.2509	0.1781	0.6170	0.2980
3	0.4036	0.4249	0.2216	0.4455	0.1556	0.2328
21	0.2562	0.3498	0.3638	0.4062	0.3571	0.3602
19	0.2591	0.4016	0.2631	0.1877	0.6051	0.3089
4	0.3894	0.4191	0.2338	0.4471	0.1675	0.2441
22	0.2509	0.3496	0.3635	0.4106	0.3546	0.3603
20	0.2524	0.4032	0.2615	0.1810	0.6578	0.3163
5	0.3794	0.4140	0.2445	0.4496	0.1774	0.2539
23	0.2432	0.3476	0.3664	0.3826	0.3880	0.3644
21	0.2418	0.4219	0.2258	0.1527	0.6249	0.2803
6	0.3717	0.4199	0.2388	0.4674	0.1687	0.2515
24	0.2393	0.3476	0.3688	0.4242	0.3526	0.3656
22	0.2386	0.4318	0.2081	0.1394	0.6226	0.2630
7	0.3648	0.4057	0.2610	0.4458	0.1951	0.2678
25	0.2306	0.3392	0.3829	0.4153	0.3855	0.3799
23	0.2343	0.4489	0.1773	0.1153	0.6087	0.2357
8	0.3549	0.3994	0.2725	0.4401	0.2092	0.2772
26	0.2285	0.3402	0.3811	0.4177	0.3798	0.3780
24	0.2298	0.4417	0.1892	0.1246	0.6127	0.2467
9	0.3518	0.4004	0.2714	0.4524	0.2054	0.2782
27	0.2279	0.3369	0.3866	0.4093	0.3987	0.3840
25	0.2277	0.4157	0.2383	0.1631	0.6627	0.2959
10	0.3404	0.4080	0.2616	0.4623	0.1926	0.2709
28	0.2251	0.3313	0.3958	0.3990	0.4307	0.3948
26	0.2243	0.4441	0.1854	0.1223	0.6254	0.2442
11	0.3342	0.4039	0.2695	0.4682	0.1995	0.2787
29	0.2219	0.3358	0.3892	0.4167	0.3990	0.3870
12	0.3290	0.3876	0.2952	0.4241	0.2417	0.2957
30	0.2188	0.3360	0.3895	0.4230	0.3913	0.3867
13	0.3194	0.3806	0.3077	0.4270	0.2572	0.3075
31	0.2186	0.3349	0.3911	0.4231	0.3959	0.3887
14	0.3123	0.3825	0.3060	0.4417	0.2494	0.3077
32	0.2155	0.3326	0.3945	0.4106	0.4147	0.3926
33	0.2137	0.3304	0.3984	0.4059	0.4276	0.3969
15	0.3025	0.3688	0.3273	0.3951	0.3036	0.3238
34	0.2114	0.3384	0.3856	0.4424	0.3691	0.3832
16	0.2970	0.3761	0.3176	0.4380	0.2662	0.3179
35	0.2097	0.3398	0.3841	0.4553	0.3570	0.3822
17	0.2891	0.3630	0.3397	0.4119	0.3143	0.3371
36	0.2080	0.3330	0.3948	0.4369	0.3882	0.3919
18	0.2828	0.3710	0.3277	0.4405	0.2801	0.3277
37	0.2067	0.3260	0.4069	0.4078	0.4434	0.4060
19	0.2752	0.3569	0.3505	0.4082	0.3332	0.3472
38	0.2049	0.3246	0.4092	0.4052	0.4544	0.4094
20	0.2706	0.3506	0.3597	0.3616	0.4022	0.3597
21	0.2615	0.3520	0.3587	0.4115	0.3466	0.3559
39	0.2052	0.3253	0.4070	0.3824	0.4851	0.4106
40	0.2036	0.3239	0.4099	0.3899	0.4810	0.4129
22	0.2569	0.3490	0.3623	0.3486	0.4299	0.3651
41	0.2027	0.3240	0.4099	0.3958	0.4682	0.4112
23	0.2482	0.3721	0.3296	0.4718	0.2699	0.3330
42	0.2022	0.3242	0.4102	0.4125	0.4465	0.4096
24	0.2472	0.3447	0.3709	0.3765	0.4041	0.3696
43	0.2008	0.3246	0.4088	0.3928	0.4716	0.4107
25	0.2402	0.3458	0.3680	0.3388	0.4633	0.3740
44	0.1992	0.3249	0.4086	0.4038	0.4551	0.4089
26	0.2341	0.3417	0.3751	0.3492	0.4651	0.3807
45	0.1987	0.3260	0.4074	0.4181	0.4340	0.4062
27	0.2307	0.3395	0.3794	0.3500	0.4749	0.3859
46	0.1996	0.3266	0.4060	0.4175	0.4310	0.4046
28	0.2265	0.3354	0.3882	0.3821	0.4380	0.3888
47	0.2002	0.3237	0.4104	0.3930	0.4762	0.4127
29	0.2229	0.3369	0.3850	0.3741	0.4495	0.3880
48	0.1948	0.3248	0.4092	0.4083	0.4509	0.4093
30	0.2177	0.3606	0.3381	0.2703	0.5670	0.3648
49	0.1972	0.3233	0.4116	0.4028	0.4637	0.4125
31	0.2163	0.3360	0.3853	0.3433	0.5048	0.3946
50	0.1922	0.3241	0.4103	0.4051	0.4582	0.4109
32	0.2143	0.3339	0.3901	0.3414	0.5251	0.4018
51	0.1933	0.3244	0.4100	0.4105	0.4495	0.4099
33	0.2077	0.3327	0.3922	0.3388	0.5356	0.4051
52	0.1953	0.3223	0.4133	0.4076	0.4596	0.4136
34	0.2066	0.3241	0.4101	0.3982	0.4722	0.4127
53	0.1956	0.3233	0.4120	0.4153	0.4468	0.4112
35	0.2031	0.3288	0.3992	0.3420	0.5651	0.4162
54	0.1931	0.3216	0.4147	0.4026	0.4721	0.4162
36	0.1998	0.3232	0.4103	0.3824	0.5001	0.4161
55	0.1939	0.3229	0.4131	0.4187	0.4465	0.4125
37	0.1989	0.3266	0.4028	0.3547	0.5334	0.4140
56	0.1934	0.3228	0.4130	0.4146	0.4504	0.4126
38	0.1931	0.3212	0.4151	0.4095	0.4688	0.4172
57	0.1938	0.3218	0.4149	0.4156	0.4545	0.4149
39	0.1902	0.3197	0.4166	0.3709	0.5419	0.4272
58	0.1932	0.3217	0.4148	0.4068	0.4657	0.4156
40	0.1874	0.3251	0.4064	0.3513	0.5579	0.4207
59	0.1921	0.3203	0.4172	0.4081	0.4692	0.4181
41	0.1853	0.3312	0.3952	0.3295	0.5851	0.4159
60	0.1909	0.3205	0.4167	0.4059	0.4733	0.4183
42	0.1819	0.3269	0.4040	0.3420	0.5761	0.4219
61	0.1919	0.3198	0.4180	0.4003	0.4849	0.4206
43	0.1809	0.3147	0.4267	0.3966	0.5251	0.4344
62	0.1892	0.3208	0.4163	0.4030	0.4775	0.4185
44	0.1781	0.3365	0.3846	0.3028	0.6472	0.4176
63	0.1916	0.3200	0.4177	0.4091	0.4702	0.4188
45	0.1781	0.3252	0.4061	0.3386	0.5936	0.4264
64	0.1903	0.3194	0.4183	0.3898	0.5048	0.4234
46	0.1739	0.3465	0.3654	0.2797	0.6541	0.4026
47	0.1732	0.3148	0.4263	0.3694	0.5811	0.4416
65	0.1877	0.3207	0.4166	0.4044	0.4753	0.4184
66	0.1893	0.3196	0.4182	0.4039	0.4805	0.4205
48	0.1692	0.3204	0.4153	0.3439	0.6144	0.4374
67	0.1873	0.3201	0.4177	0.4065	0.4754	0.4195
49	0.1644	0.3074	0.4409	0.4017	0.5528	0.4501
68	0.1889	0.3198	0.4183	0.4139	0.4640	0.4187
50	0.1645	0.3133	0.4290	0.3684	0.5908	0.4452
69	0.1874	0.3200	0.4183	0.4182	0.4592	0.4185
51	0.1634	0.3264	0.4039	0.3258	0.6378	0.4322
70	0.1875	0.3198	0.4187	0.4232	0.4541	0.4185
52	0.1628	0.3192	0.4178	0.3447	0.6250	0.4415
53	0.1631	0.3167	0.4222	0.3554	0.6076	0.4421
71	0.1862	0.3192	0.4199	0.4215	0.4587	0.4199
72	0.1873	0.3201	0.4181	0.4219	0.4550	0.4181
54	0.1614	0.3240	0.4082	0.3292	0.6461	0.4369
73	0.1885	0.3194	0.4192	0.4159	0.4654	0.4200
55	0.1581	0.3344	0.3890	0.3031	0.6723	0.4256
74	0.1858	0.3195	0.4193	0.4205	0.4584	0.4193
56	0.1576	0.3210	0.4146	0.3348	0.6526	0.4435
75	0.1847	0.3182	0.4207	0.3936	0.5039	0.4253
57	0.1578	0.3212	0.4140	0.3357	0.6465	0.4421
76	0.1872	0.3199	0.4184	0.4181	0.4588	0.4184
58	0.1572	0.3194	0.4175	0.3378	0.6523	0.4457
77	0.1854	0.3188	0.4201	0.4105	0.4747	0.4215
59	0.1574	0.3157	0.4246	0.3502	0.6383	0.4494
78	0.1850	0.3187	0.4205	0.4116	0.4733	0.4216
79	0.1845	0.3198	0.4188	0.4211	0.4564	0.4187
80	0.1845	0.3182	0.4211	0.4017	0.4900	0.4239
81	0.1861	0.3199	0.4186	0.4238	0.4522	0.4181
82	0.1836	0.3194	0.4195	0.4192	0.4600	0.4195
83	0.1828	0.3193	0.4197	0.4161	0.4639	0.4199
84	0.1818	0.3200	0.4184	0.4207	0.4559	0.4183
85	0.1853	0.3221	0.4150	0.4383	0.4284	0.4134
86	0.1862	0.3189	0.4199	0.4100	0.4743	0.4213
87	0.1832	0.3192	0.4196	0.4171	0.4633	0.4200
88	0.1823	0.3203	0.4179	0.4248	0.4497	0.4173
89	0.1831	0.3186	0.4201	0.4008	0.4890	0.4230
