Epoch	Train_Loss	Val_Loss	Val_F1	Val_Recall	Val_Precision	Val_MCC
99	0.0026	0.1061	0.8850	0.8529	0.9377	0.8883
100	0.0023	0.1053	0.8855	0.8526	0.9385	0.8888
101	0.0029	0.0975	0.8939	0.8712	0.9304	0.8957
102	0.0048	0.0976	0.8950	0.8665	0.9379	0.8970
103	0.0025	0.0983	0.8937	0.8664	0.9352	0.8956
104	0.0019	0.0983	0.8946	0.8676	0.9358	0.8965
105	0.0022	0.0993	0.8934	0.8649	0.9371	0.8956
106	0.0031	0.0991	0.8929	0.8670	0.9334	0.8949
107	0.0026	0.0963	0.8962	0.8681	0.9390	0.8983
108	0.0036	0.1031	0.8890	0.8543	0.9432	0.8921
109	0.0024	0.0997	0.8928	0.8537	0.9510	0.8960
110	0.0023	0.0993	0.8938	0.8572	0.9490	0.8969
111	0.0023	0.0985	0.8946	0.8606	0.9451	0.8971
112	0.0030	0.0971	0.8964	0.8651	0.9433	0.8987
113	0.0030	0.0983	0.8949	0.8667	0.9384	0.8971
114	0.0034	0.0959	0.8979	0.8647	0.9473	0.9004
115	0.0026	0.0980	0.8958	0.8627	0.9457	0.8984
116	0.0010	0.0979	0.8963	0.8642	0.9446	0.8988
117	0.0013	0.0960	0.8981	0.8679	0.9435	0.9003
118	0.0009	0.0993	0.8947	0.8593	0.9466	0.8973
119	0.0021	0.0972	0.8969	0.8641	0.9456	0.8993
120	0.0020	0.0961	0.8984	0.8657	0.9466	0.9008
121	0.0024	0.0980	0.8964	0.8599	0.9501	0.8992
122	0.0029	0.0954	0.8988	0.8663	0.9473	0.9013
123	0.0036	0.0936	0.9005	0.8712	0.9444	0.9026
124	0.0008	0.0947	0.8997	0.8727	0.9408	0.9017
125	0.0020	0.0955	0.8994	0.8667	0.9476	0.9018
126	0.0020	0.0941	0.9007	0.8688	0.9474	0.9029
127	0.0024	0.0951	0.8998	0.8664	0.9484	0.9021
128	0.0024	0.0955	0.8992	0.8701	0.9430	0.9014
129	0.0024	0.0962	0.8983	0.8650	0.9482	0.9009
130	0.0020	0.0976	0.8970	0.8607	0.9506	0.8998
131	0.0015	0.0961	0.8987	0.8637	0.9500	0.9013
132	0.0015	0.0969	0.8978	0.8613	0.9514	0.9005
133	0.0023	0.0950	0.9000	0.8661	0.9495	0.9024
134	0.0039	0.0954	0.8995	0.8660	0.9487	0.9019
135	0.0023	0.0940	0.9010	0.8684	0.9489	0.9033
136	0.0027	0.0949	0.9002	0.8679	0.9480	0.9026
137	0.0027	0.0955	0.8993	0.8672	0.9471	0.9017
138	0.0011	0.0963	0.8988	0.8639	0.9500	0.9014
139	0.0023	0.0971	0.8979	0.8617	0.9511	0.9006
140	0.0035	0.0959	0.8992	0.8658	0.9483	0.9016
141	0.0015	0.0960	0.8988	0.8656	0.9482	0.9013
142	0.0015	0.0956	0.8992	0.8658	0.9486	0.9017
143	0.0011	0.0946	0.9004	0.8666	0.9495	0.9027
144	0.0023	0.0957	0.8987	0.8644	0.9494	0.9013
145	0.0023	0.0958	0.8987	0.8651	0.9485	0.9012
